"__mclCluster","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000331897","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000331897","0.062",,,,,,,"0.567","0.558"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000378868","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000378868","0.062",,,"0.562",,,,"0.571",
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000356042","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000356042","0.062",,,"0.284",,,,"0.486","0.297"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000362195","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000362195",,,,,,,,"0.556","0.556"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000340944","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000340944","0.049",,,"0.104",,,,"0.4","0.353"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000371067","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000371067",,,,"0.056",,,,"0.762","0.759"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000361548","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000361548",,,,,,,,"0.985","0.985"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000324856","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000324856",,,,,,,,"0.433","0.433"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000361423","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000361423","0.065",,,"0.056",,,,"0.547","0.528"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000387699","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000387699",,,,,,,,"0.978","0.978"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000360266",,,,"0.129",,,,"0.44","0.384"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000407586",,,,"0.128",,,,"0.455","0.402"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000335153","0.185",,,"0.077",,,,"0.9","0.878"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000364839","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000364839",,,,,,,,"0.682","0.682"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000353408","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000353408","0.07",,,"0.284",,,,"0.533","0.356"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000417901","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000417901",,,,,,,,"0.487","0.487"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000363822","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000363822",,,,"0.281",,,,"0.402","0.202"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000382941","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000382941",,,,"0.104",,,,"0.683","0.661"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000468263","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000468263",,,,,,,,"0.453","0.454"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000376276","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000376276",,,,,,,,"0.607","0.607"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000381588","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000381588",,,,"0.631",,,,"0.635","0.053"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000353224","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000353224","0.066",,,,,,,"0.5","0.486"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000390265","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000390265",,,,"0.048",,,,"0.573","0.571"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000451828","0.065",,,"0.056",,,,"0.489","0.468"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000370989","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000370989",,,,,,,,"0.512","0.512"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000343204","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000343204",,,,"0.056",,,,"0.433","0.425"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000448665","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000448665",,,,,,,,"0.574","0.574"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000346879","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000346879",,,,"0.27",,,,"0.581","0.45"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000442788","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000442788",,,,,,,,"0.601","0.601"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000379873","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000379873","0.065",,"0.9","0.8",,,,"0.99","0.532"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000452780","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000452780",,,"0.9","0.916",,,,"0.999","0.985"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000479618","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000479618","0.076",,,,,,,"0.436","0.415"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000345492","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000345492",,,,,,,,"0.526","0.526"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000351273","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000351273",,,,"0.076",,,,"0.417","0.396"
,"pp","9606.ENSP00000320866 (pp) 9606.ENSP00000398568","false","pp","9606.ENSP00000320866 (pp) 9606.ENSP00000398568",,,,"0.27",,,,"0.781","0.712"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000379616","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000379616",,,,,,,,"0.546","0.547"
"1","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000356113","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000356113",,,,,,,,"0.613","0.613"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000347942","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000347942","0.062",,,,,,,"0.438","0.426"
"1","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000381588","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000381588",,,,,,,,"0.739","0.739"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000458663","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000458663",,,,"0.078",,,,"0.435","0.413"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000362680","0.062",,,"0.06",,,,"0.453","0.429"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000377001","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000377001","0.049",,,,,,,"0.529","0.526"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000400142","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000400142",,,,,,,,"0.717","0.717"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000360266",,,,"0.291",,,,"0.66","0.54"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000385216","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000385216",,,,,,,,"0.563","0.563"
"1","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000363822","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000363822",,,,"0.062",,,,"0.493","0.482"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000332973","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000332973","0.06",,,"0.06",,,,"0.48","0.458"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000393312","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000393312","0.084",,,,,,,"0.584","0.564"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000484803","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000484803",,,,"0.072",,,,"0.477","0.46"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000341551",,,,"0.255",,,,"0.411","0.242"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000339824","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000339824",,,,,,,,"0.442","0.442"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000324856","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000324856",,,"0.9","0.486",,,,"0.951","0.125"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000479618","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000479618","0.088",,,"0.062",,,,"0.45","0.409"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000474096","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000474096",,,,,,,,"0.412","0.413"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000482472","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000482472",,,,,,,,"0.56","0.56"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000437955","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000437955",,,,"0.312",,,,"0.627","0.48"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000419471","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000419471","0.123",,"0.9","0.213",,,,"0.956","0.444"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000344456","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000344456","0.062",,,,,,,"0.582","0.572"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000407586",,,,"0.105",,,,"0.42","0.379"
,"pp","9606.ENSP00000321835 (pp) 9606.ENSP00000410294","false","pp","9606.ENSP00000321835 (pp) 9606.ENSP00000410294",,,,,,,,"0.526","0.527"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000361107","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000361107","0.059",,,"0.078",,,,"0.585","0.561"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000347978","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000347978","0.121",,"0.6","0.224",,,,"0.848","0.512"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000418915","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000418915","0.056",,,"0.057",,,,"0.472","0.455"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000369497","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000369497","0.21",,"0.9",,,,,"0.967","0.627"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000386759","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000386759","0.066",,,"0.148",,,,"0.473","0.391"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000406046","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000406046","0.844",,"0.9","0.761",,,,"0.999","0.951"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000352925","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000352925","0.817",,,"0.148",,,,"0.851","0.125"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000370989","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000370989",,,,,,,,"0.566","0.566"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000343741","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000343741","0.133",,,"0.261",,,,"0.739","0.625"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000341551",,,,,,,,"0.529","0.529"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000347232","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000347232","0.214",,"0.9","0.349",,,,"0.969","0.478"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000406490","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000406490","0.122",,,"0.174",,,,"0.688","0.605"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000372023","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000372023","0.162",,,"0.274",,,,"0.84","0.759"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000426191","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000426191","0.084",,,"0.641",,,,"0.756","0.318"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000375809","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000375809","0.083",,"0.6","0.06",,,"0.048","0.793","0.469"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000364270","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000364270",,,"0.6","0.213",,,,"0.843","0.541"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000463069","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000463069","0.062",,,,,,,"0.514","0.504"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000346088","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000346088",,,,,,,,"0.416","0.417"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000373952","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000373952","0.118",,,,,,,"0.439","0.391"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000395654","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000395654","0.139",,,"0.111",,,"0.048","0.5","0.396"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000442924","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000442924","0.143",,,"0.148",,,,"0.417","0.266"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000362441","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000362441","0.235",,,"0.111",,,"0.048","0.552","0.391"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000351015","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000351015","0.159",,,,,,,"0.533","0.468"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000361021","0.057",,,"0.058",,,,"0.615","0.601"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000482313","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000482313","0.295",,,"0.247",,,,"0.698","0.477"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000349508","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000349508","0.171",,,"0.111",,,"0.048","0.421","0.272"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000372689","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000372689","0.554",,,,,,,"0.557","0.048"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000398880","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000398880","0.077",,,"0.104",,,,"0.433","0.37"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000361170","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000361170","0.451",,,,,,,"0.838","0.718"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000324804","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000324804","0.066",,,,,,,"0.569","0.558"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000354522","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000354522","0.098",,,"0.369",,,,"0.701","0.517"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000323421","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000323421","0.663",,,"0.354",,,,"0.798","0.15"
"1","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000349508","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000349508","0.181",,,"0.343",,,,"0.806","0.669"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000428056",,,,,,,,"0.465","0.466"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000418960","0.277",,"0.9","0.459",,,,"0.982","0.594"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000324856","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000324856","0.062",,,,,,,"0.529","0.519"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000367705","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000367705","0.16",,,,,,,"0.503","0.433"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000395654","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000395654","0.178",,,"0.078",,,,"0.427","0.305"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000382840","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000382840","0.067",,,,,,,"0.527","0.514"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000344456","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000344456",,,,"0.056",,,,"0.472","0.464"
,"pp","9606.ENSP00000322570 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000407586",,,,"0.067",,,,"0.612","0.602"
"1","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000353458","false","pp","9606.ENSP00000322570 (pp) 9606.ENSP00000353458","0.08",,,"0.058",,,,"0.547","0.52"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000367203","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000367203","0.062",,,,,,,"0.518","0.508"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000363193","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000363193","0.3",,,,,,,"0.567","0.408"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000442788","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000442788",,,,"0.27",,,,"0.922","0.897"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000384863","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000384863","0.108",,,,,,,"0.433","0.391"
,"pp","9606.ENSP00000322845 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000322845 (pp) 9606.ENSP00000418960",,,,"0.273",,,,"0.625","0.506"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000376786","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000376786",,,,,,,,"0.518","0.518"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000345681","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000345681","0.062",,,,,,,"0.47","0.459"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000370343","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000370343",,,,,,,,"0.566","0.566"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000331614","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000331614",,,,"0.078",,,,"0.764","0.755"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000351159","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000351159",,,,,,,,"0.466","0.466"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000371219","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000371219",,,,"0.072",,,,"0.432","0.414"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000418915","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000418915",,,,,,,,"0.459","0.459"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000358092","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000358092",,,,"0.07",,,,"0.422","0.404"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000368880","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000368880","0.062",,,"0.069",,,,"0.532","0.508"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000354794","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000354794","0.062",,,"0.327",,,,"0.799","0.708"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000384371","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000384371","0.062",,,"0.298",,,,"0.602","0.445"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000385824","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000385824","0.049",,,"0.143",,,,"0.567","0.512"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000388940","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000388940","0.062",,,,,,,"0.462","0.45"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000365858","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000365858","0.062",,,,,,,"0.485","0.474"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000379658","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000379658",,,,,,,,"0.68","0.68"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000338774","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000338774",,,,"0.078",,,,"0.538","0.52"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000376544","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000376544",,,,,,,,"0.529","0.529"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000484803","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000484803","0.063",,,"0.061",,,,"0.431","0.406"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000370697","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000370697",,,,,,,,"0.517","0.517"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000411355","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000411355","0.052",,,,,,,"0.46","0.454"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000405890","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000405890",,,,,,,,"0.535","0.535"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000427514","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000427514","0.049",,"0.9",,,,,"0.95","0.518"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000368632","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000368632","0.062",,,,,,,"0.507","0.497"
"1","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000350844","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000350844","0.08",,,"0.213",,,,"0.898","0.871"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000349723","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000349723",,,,"0.078",,,,"0.526","0.508"
,"pp","9606.ENSP00000322898 (pp) 9606.ENSP00000361423","false","pp","9606.ENSP00000322898 (pp) 9606.ENSP00000361423",,,,"0.06",,,,"0.509","0.5"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000354522","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000354522","0.15",,,"0.212",,,,"0.463","0.263"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000361170","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000361170","0.452",,,,,,"0.119","0.496",
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000418960","0.133",,"0.9","0.383",,,,"0.963","0.397"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000390265","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000390265","0.128",,,,,,,"0.508","0.459"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000353458","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000353458","0.13",,,"0.726",,,,"0.774","0.129"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000407586",,,,"0.129",,,,"0.406","0.347"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000364839","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000364839",,,,,,,,"0.558","0.558"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000437775","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000437775",,,,,,,,"0.503","0.503"
"1","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000372689","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000372689","0.529",,"0.9","0.992",,,,"0.999","0.821"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000379658","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000379658",,,,,,,,"0.414","0.414"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000395654","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000395654","0.273",,,"0.11",,,"0.046","0.482","0.26"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000340944","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000340944","0.102",,,,,,,"0.43","0.392"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000352252","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000352252","0.062",,,"0.358",,,,"0.411","0.101"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000350249","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000350249","0.093",,"0.6",,,,,"0.646","0.103"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000367705","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000367705","0.063",,,,,,,"0.469","0.457"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000364550","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000364550","0.161",,,,,,,"0.595","0.538"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000349508","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000349508","0.279",,,"0.323",,,"0.046","0.645","0.329"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000345681","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000345681",,,,"0.058",,,,"0.425","0.415"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000357283","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000357283","0.052",,"0.6","0.104",,,,"0.669","0.142"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000479618","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000479618",,,"0.9","0.084",,,,"0.927","0.274"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000331897","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000331897","0.128",,,,,,,"0.508","0.459"
,"pp","9606.ENSP00000323421 (pp) 9606.ENSP00000362441","false","pp","9606.ENSP00000323421 (pp) 9606.ENSP00000362441","0.108",,,"0.5",,,"0.046","0.743","0.468"
