"__mclCluster","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000430684","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000430684","0.062",,"0.9","0.058",,,,"0.946","0.466"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000451828","0.062",,"0.9","0.516",,,,"0.996","0.941"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000261254","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000261254","0.053",,,"0.371",,,,"0.547","0.301"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000362680",,,,"0.058",,,,"0.474","0.465"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000269571","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000269571","0.062",,,,,,,"0.512","0.501"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000382840","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000382840","0.126",,,"0.846",,,,"0.89","0.251"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000227507","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000227507",,,,"0.543",,,,"0.774","0.526"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000356832","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000356832",,,,"0.513",,,,"0.837","0.68"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000225792","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000225792","0.198",,,"0.159",,,,"0.445","0.244"
,"pp","9606.ENSP00000219476 (pp) 9606.ENSP00000259915","false","pp","9606.ENSP00000219476 (pp) 9606.ENSP00000259915",,,,"0.297",,,,"0.408","0.193"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000358548","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000358548","0.069",,,"0.241",,,,"0.428","0.256"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000478754","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000478754","0.125",,,"0.159",,,,"0.445","0.307"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000326381","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000326381","0.471",,,"0.481",,,,"0.865","0.548"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000349131","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000349131",,,,,,,,"0.522","0.523"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000263734","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000263734","0.062",,,"0.27",,,,"0.42","0.222"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000256078","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000256078","0.062",,,"0.293",,,,"0.515","0.328"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000313007","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000313007","0.377",,,,,,,"0.69","0.523"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000368927","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000368927","0.164",,"0.6","0.966",,,,"0.989","0.156"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000278616","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000278616",,,,"0.27",,,,"0.6","0.475"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000377298","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000377298","0.062",,,"0.492",,,,"0.503",
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000359345","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000359345","0.949",,,,,,,"0.962","0.297"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000296930","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000296930","0.425",,,"0.498",,,,"0.727","0.132"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000407586","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000407586","0.051",,,"0.241",,,,"0.483","0.341"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000254108","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000254108","0.065",,,,,,,"0.585","0.575"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000346088","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000346088","0.54",,,,,,,"0.618","0.205"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000404854","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000404854","0.062",,,"0.27",,,,"0.478","0.3"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000448035","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000448035","0.384",,,,,,,"0.596","0.373"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000276659","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000276659",,,,,,,,"0.603","0.603"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000346694","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000346694","0.196",,,"0.178",,,,"0.403","0.171"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000373700","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000373700",,,,"0.058",,,,"0.563","0.556"
,"pp","9606.ENSP00000220849 (pp) 9606.ENSP00000357196","false","pp","9606.ENSP00000220849 (pp) 9606.ENSP00000357196",,,,,,,,"0.526","0.527"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000306157","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000306157","0.179",,,,,,,"0.505","0.422"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000428056","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000428056",,,"0.9",,,,,"0.922","0.255"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000351497","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000351497","0.211",,"0.9",,,,,"0.951","0.431"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000391676","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000391676","0.128",,,"0.104",,,,"0.426","0.326"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000359612","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000359612",,,,,,,,"0.468","0.468"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000411355","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000411355","0.277",,"0.9","0.27",,,,"0.984","0.744"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000303507","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000303507","0.063",,"0.9",,,,,"0.915","0.168"
"1","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000376544","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000376544","0.748",,"0.9","0.688",,,,"0.994","0.389"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000337825","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000337825","0.158",,,"0.265",,,,"0.707","0.565"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000244007","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000244007","0.062",,"0.9",,,,,"0.922","0.245"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000322898","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000322898","0.052",,,,,,,"0.604","0.6"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000335153",,,,,,,,"0.454","0.454"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000362441","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000362441",,,,,,,,"0.41","0.411"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000350844","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000350844","0.244",,,,,,,"0.87","0.836"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000452780","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000452780","0.124",,,,,,,"0.43","0.377"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000479618","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000479618",,,,,,,,"0.518","0.518"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000262965","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000262965",,,,,,,,"0.533","0.534"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000386884","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000386884","0.134",,,,,,,"0.43","0.369"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000354558","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000354558",,,"0.9",,,,,"0.914","0.181"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000269305","0.062",,,,,,,"0.499","0.488"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000305355","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000305355","0.079",,,,,,,"0.486","0.465"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000361423","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000361423",,,,"0.058",,,,"0.437","0.427"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000263967","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000263967",,,"0.9",,,,,"0.914","0.181"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000288135","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000288135",,,,,,,,"0.565","0.565"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000364907","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000364907","0.166",,"0.9","0.283",,,,"0.999","0.988"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000401399","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000401399","0.077",,,,,,,"0.488","0.469"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000363689","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000363689",,,,,,,,"0.506","0.506"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000361021","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000361021",,,"0.9",,,,,"0.923","0.265"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000370343","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000370343","0.252",,,,,,,"0.7","0.616"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000331614","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000331614","0.313",,,,,,,"0.585","0.422"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000362680",,,,"0.104",,,,"0.776","0.76"
"1","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000376786","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000376786","0.466",,,,,,,"0.809","0.657"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000246657","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000246657","0.349",,,,,,,"0.498","0.261"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000380150","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000380150","0.18",,,,,,,"0.704","0.654"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000391592","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000391592","0.23",,"0.9","0.213",,,,"0.955","0.358"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000472929","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000472929","0.139",,"0.5",,,,,"0.761","0.49"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000384371","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000384371",,,"0.9",,,,,"0.976","0.775"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000483570","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000483570","0.338",,"0.9","0.104",,,,"0.98","0.715"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000353224","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000353224","0.062",,,,,,,"0.55","0.54"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000371219","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000371219","0.157",,,,,,,"0.438","0.362"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000451828",,,,"0.058",,,,"0.406","0.395"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000481570","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000481570","0.104",,,,,,,"0.441","0.402"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000358092","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000358092","0.069",,,,,,,"0.485","0.47"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000385036","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000385036","0.323",,,,,,,"0.586","0.414"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000227507","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000227507",,,,,,,,"0.594","0.594"
,"pp","9606.ENSP00000221972 (pp) 9606.ENSP00000319279","false","pp","9606.ENSP00000221972 (pp) 9606.ENSP00000319279","0.08",,,,,,,"0.538","0.519"
,"pp","9606.ENSP00000222753 (pp) 9606.ENSP00000333188","false","pp","9606.ENSP00000222753 (pp) 9606.ENSP00000333188",,,,"0.074",,,,"0.457","0.438"
,"pp","9606.ENSP00000222753 (pp) 9606.ENSP00000249504","false","pp","9606.ENSP00000222753 (pp) 9606.ENSP00000249504","0.217",,,,,,,"0.43","0.303"
,"pp","9606.ENSP00000222753 (pp) 9606.ENSP00000405890","false","pp","9606.ENSP00000222753 (pp) 9606.ENSP00000405890",,,,"0.252",,,,"0.534","0.403"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000263253","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000263253","0.062",,"0.6","0.7",,,,"0.958","0.672"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000437256","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000437256","0.063",,,"0.368",,,,"0.711","0.552"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000399968","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000399968","0.046",,,"0.213",,,,"0.512","0.402"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000323588","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000323588",,,,"0.345",,,,"0.441","0.182"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000332973","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000332973",,,,"0.688",,,,"0.913","0.733"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000448035","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000448035","0.138",,,"0.322",,,,"0.446","0.129"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000354522","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000354522","0.084",,,"0.283",,,,"0.464","0.251"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000410769","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000410769","0.203",,,"0.161",,,,"0.492","0.302"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000349748","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000349748","0.317",,,"0.346",,,,"0.711","0.406"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000385216","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000385216",,,"0.6","0.213",,,,"0.722","0.191"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000269305",,,"0.9","0.748",,,,"0.999","0.988"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000258149","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000258149",,,,"0.27",,,,"0.421","0.24"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000418960",,,,,,,,"0.435","0.435"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000344456","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000344456","0.065",,,"0.34",,,"0.045","0.977","0.966"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000349508","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000349508","0.202",,,"0.343",,,,"0.479","0.087"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000262367","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000262367","0.102",,,"0.327",,,,"0.762","0.638"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000263209","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000263209",,,"0.9","0.296",,,,"0.991","0.894"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000250003","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000250003",,,,"0.345",,,,"0.579","0.384"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000378868","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000378868","0.062",,,"0.525",,,,"0.545","0.062"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000316032","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000316032","0.104",,,"0.157",,,,"0.504","0.397"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000382840","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000382840","0.293","0.112",,"0.689",,,,"0.821","0.195"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000400142","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000400142","0.221",,,"0.27",,,,"0.685","0.491"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000328848","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000328848","0.136",,,"0.69",,,,"0.794","0.295"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000395654","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000395654","0.173",,,"0.52",,,,"0.679","0.258"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000254108","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000254108","0.172",,,"0.899",,,,"0.938","0.326"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000305556","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000305556","0.174",,"0.8","0.214",,,,"0.904","0.352"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000419851","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000419851","0.69",,,"0.359",,,,"0.794","0.048"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000368632","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000368632",,,"0.6",,,,,"0.606","0.056"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000316578","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000316578","0.143",,,"0.27",,,,"0.636","0.465"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000314348","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000314348","0.649","0.172",,,,,,"0.758","0.237"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000425979","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000425979","0.167",,"0.9","0.954",,,,"0.999","0.991"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000341551","0.11",,,"0.182",,,,"0.634","0.538"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000479618","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000479618",,,,"0.082",,,,"0.416","0.391"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000320147","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000320147",,,,"0.316",,,,"0.591","0.426"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000346694","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000346694","0.313",,"0.8","0.346",,,,"0.947","0.482"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000384863","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000384863","0.173",,,"0.059",,,,"0.431","0.328"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000313007","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000313007","0.24",,,"0.179",,,,"0.666","0.508"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000264709","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000264709",,,,,,,,"0.42","0.42"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000262160","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000262160",,,,"0.182",,,,"0.606","0.539"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000276079","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000276079","0.3",,,"0.152",,,,"0.616","0.405"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000405330","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000405330",,,"0.6","0.841",,,,"0.992","0.885"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000376276","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000376276","0.619",,,,,,,"0.799","0.496"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000418915","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000418915","0.057",,,"0.077",,,,"0.42","0.388"
"1","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000384169","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000384169","0.284",,,"0.076",,,,"0.533","0.352"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000362820","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000362820","0.26",,,,,,,"0.551","0.419"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000296930","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000296930","0.103",,,"0.182",,,,"0.83","0.786"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000307674","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000307674",,,,,,,,"0.421","0.422"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000346879","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000346879",,,,,,,,"0.454","0.454"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000388940","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000388940",,,,"0.077",,,,"0.702","0.691"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000335321","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000335321","0.424",,,"0.35",,,,"0.689","0.236"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000264010","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000264010","0.08",,,"0.284",,,,"0.966","0.953"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000352400","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000352400","0.113",,,"0.057",,,,"0.5","0.451"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000250448","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000250448",,,"0.6","0.103",,,,"0.646","0.093"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000451828","0.06",,,"0.284",,,,"0.448","0.247"
"1","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000369889","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000369889","0.085","0.053","0.72","0.043",,,,"0.743","0.065"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000346634","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000346634","0.185",,,"0.13",,,,"0.41","0.235"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000341551","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000341551",,,,"0.182",,,,"0.578","0.506"
,"pp","9606.ENSP00000225792 (pp) 9606.ENSP00000263360","false","pp","9606.ENSP00000225792 (pp) 9606.ENSP00000263360","0.105",,,"0.345",,,,"0.448","0.134"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000262160","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000262160",,,,"0.259",,,,"0.74","0.665"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000259915","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000259915",,,,,,,,"0.436","0.437"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000437955","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000437955",,,,,,,,"0.438","0.438"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000277541","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000277541","0.062",,,"0.078",,,,"0.454","0.42"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000400175","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000400175","0.061",,,"0.096",,,,"0.429","0.382"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000452780","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000452780",,,,,,,,"0.408","0.409"
"1","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000375921","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000375921",,,,"0.285",,,,"0.406","0.203"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000351273","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000351273",,,"0.9",,,,,"0.914","0.18"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000311032","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000311032",,,,,,,,"0.404","0.404"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000363804","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000363804","0.062",,,"0.057",,,,"0.414","0.391"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000267163","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000267163","0.064",,"0.9",,,,,"0.907","0.096"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000287820","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000287820",,,,"0.056",,,,"0.54","0.533"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000451828","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000451828","0.062",,,"0.056",,,,"0.521","0.503"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000379616","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000379616","0.101",,,,,,,"0.466","0.431"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000261937","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000261937",,,"0.9","0.07",,,,"0.909","0.103"
,"pp","9606.ENSP00000225964 (pp) 9606.ENSP00000330382","false","pp","9606.ENSP00000225964 (pp) 9606.ENSP00000330382",,,,"0.462",,,,"0.809","0.661"
